ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
204197_s_at,1.90E-02,1.20E-02,2.559356,-4.317598,0.4474551,RUNX3,runt related transcription factor 3
212038_s_at,1.90E-02,1.20E-02,-2.55924,-4.317877,-0.2491422,VDAC1,voltage dependent anion channel 1
212547_at,1.90E-02,1.20E-02,2.559054,-4.318329,0.1939935,BRD3,bromodomain containing 3
238012_at,1.91E-02,1.20E-02,2.557617,-4.321805,0.4496818,DPP7,dipeptidyl peptidase 7
208926_at,1.91E-02,1.21E-02,-2.556767,-4.323859,-0.272425,NEU1,neuraminidase 1 (lysosomal sialidase)
243852_at,1.91E-02,1.21E-02,-2.556662,-4.324114,-0.2619242,LUC7L2,"LUC7 like 2, pre-mRNA splicing factor"
228777_at,1.91E-02,1.21E-02,-2.556292,-4.325008,-0.3462461,KBTBD3,kelch repeat and BTB domain containing 3
233558_s_at,1.91E-02,1.21E-02,2.556203,-4.325222,0.3991568,TRAPPC11,trafficking protein particle complex 11
210946_at,1.91E-02,1.21E-02,2.556155,-4.325339,0.3755161,PLPP1,phospholipid phosphatase 1
1554406_a_at,1.92E-02,1.21E-02,2.555455,-4.327031,0.3636937,CLEC7A,C-type lectin domain family 7 member A
229385_s_at,1.92E-02,1.21E-02,2.555039,-4.328036,0.6394627,TINCR,tissue differentiation-inducing non-protein coding RNA
225398_at,1.92E-02,1.21E-02,-2.554876,-4.328429,-0.2911514,RPUSD4,RNA pseudouridylate synthase domain containing 4
236417_at,1.92E-02,1.21E-02,2.55464,-4.329,0.3454967,,
238183_at,1.92E-02,1.21E-02,-2.554431,-4.329504,-0.4070772,,
229290_at,1.92E-02,1.21E-02,-2.554231,-4.329987,-1.4263782,DAPL1,death associated protein like 1
226122_at,1.92E-02,1.21E-02,2.554157,-4.330168,0.5100852,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1
227890_at,1.93E-02,1.22E-02,-2.553391,-4.332018,-0.228449,TMEM198,transmembrane protein 198
226096_at,1.93E-02,1.22E-02,2.553365,-4.332079,0.2665195,FNDC5,fibronectin type III domain containing 5
207328_at,1.93E-02,1.22E-02,2.553166,-4.332559,0.4846279,ALOX15,arachidonate 15-lipoxygenase
200793_s_at,1.93E-02,1.22E-02,2.553026,-4.332898,0.1962357,ACO2,aconitase 2
232249_at,1.93E-02,1.22E-02,2.552848,-4.333327,0.215281,FMNL3,formin like 3
1554628_at,1.93E-02,1.22E-02,-2.552792,-4.333463,-0.3375911,ZNF57,zinc finger protein 57
209184_s_at,1.93E-02,1.22E-02,2.552372,-4.334476,0.5131139,IRS2,insulin receptor substrate 2
223377_x_at,1.93E-02,1.22E-02,2.552158,-4.334994,0.4033261,CISH,cytokine inducible SH2 containing protein
204207_s_at,1.93E-02,1.22E-02,-2.552117,-4.335092,-0.3323275,RNGTT,RNA guanylyltransferase and 5'-phosphatase
216981_x_at,1.93E-02,1.22E-02,2.551961,-4.335468,0.173187,SPN,sialophorin
219799_s_at,1.93E-02,1.22E-02,2.551866,-4.335697,0.5600975,DHRS9,dehydrogenase/reductase 9
1552978_a_at,1.93E-02,1.22E-02,-2.551558,-4.336441,-0.3209699,SCAMP1,secretory carrier membrane protein 1
214806_at,1.93E-02,1.22E-02,-2.551315,-4.337028,-0.3054541,BICD1,BICD cargo adaptor 1
204788_s_at,1.94E-02,1.22E-02,2.550762,-4.338362,0.2985413,PPOX,protoporphyrinogen oxidase
200975_at,1.94E-02,1.23E-02,2.550675,-4.338572,0.1938142,PPT1,palmitoyl-protein thioesterase 1
223092_at,1.94E-02,1.23E-02,-2.549628,-4.341097,-0.4550163,ANKH,ANKH inorganic pyrophosphate transport regulator
220816_at,1.94E-02,1.23E-02,-2.549449,-4.34153,-0.3952596,LPAR3,lysophosphatidic acid receptor 3
206804_at,1.94E-02,1.23E-02,-2.549302,-4.341883,-0.4045487,CD3G,CD3g molecule
213031_s_at,1.94E-02,1.23E-02,2.549236,-4.342042,0.2052379,WDR73,WD repeat domain 73
205227_at,1.95E-02,1.23E-02,-2.54916,-4.342227,-0.5338069,IL1RAP,interleukin 1 receptor accessory protein
238295_at,1.95E-02,1.23E-02,2.548949,-4.342736,0.2588974,TEFM,"transcription elongation factor, mitochondrial"
228944_at,1.95E-02,1.23E-02,2.54894,-4.342756,0.2391972,,
226800_at,1.95E-02,1.23E-02,2.548681,-4.343382,0.3407076,EFCAB7,EF-hand calcium binding domain 7
226438_at,1.95E-02,1.23E-02,2.548653,-4.343448,0.5541574,SNTB1,syntrophin beta 1
207842_s_at,1.95E-02,1.23E-02,2.548563,-4.343665,0.2247277,MIR6866///CASC3,microRNA 6866///cancer susceptibility candidate 3
213275_x_at,1.95E-02,1.23E-02,-2.54836,-4.344155,-0.360262,CTSB,cathepsin B
205160_at,1.95E-02,1.23E-02,2.547852,-4.345379,0.2606973,PEX11A,peroxisomal biogenesis factor 11 alpha
231916_at,1.95E-02,1.23E-02,2.54776,-4.345602,0.8532597,NOS1,nitric oxide synthase 1
202134_s_at,1.95E-02,1.24E-02,-2.547401,-4.346468,-0.289605,WWTR1,WW domain containing transcription regulator 1
214129_at,1.95E-02,1.24E-02,-2.547333,-4.346629,-0.3290182,LOC101930416///LOC101929792///LOC100996724///PDE4DIP,myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
227236_at,1.95E-02,1.24E-02,2.547309,-4.346689,0.6641053,TSPAN2,tetraspanin 2
1553132_a_at,1.96E-02,1.24E-02,-2.546887,-4.347704,-0.5977305,TC2N,"tandem C2 domains, nuclear"
221502_at,1.96E-02,1.24E-02,2.546522,-4.348583,0.2007872,KPNA3,karyopherin subunit alpha 3
229180_at,1.96E-02,1.24E-02,2.54611,-4.349576,0.168734,WWC1,WW and C2 domain containing 1
204065_at,1.96E-02,1.24E-02,2.545872,-4.350151,0.2792312,CHST10,carbohydrate sulfotransferase 10
1553706_at,1.96E-02,1.24E-02,2.545845,-4.350215,0.4351677,HTRA4,HtrA serine peptidase 4
211963_s_at,1.96E-02,1.24E-02,2.545771,-4.350393,0.1763258,ARPC5,actin related protein 2/3 complex subunit 5
210534_s_at,1.96E-02,1.24E-02,-2.545674,-4.350627,-0.4129617,B9D1,B9 domain containing 1
211210_x_at,1.96E-02,1.24E-02,-2.545232,-4.351692,-0.2322398,SH2D1A,SH2 domain containing 1A
210955_at,1.96E-02,1.24E-02,-2.545203,-4.35176,-0.134984,CASP10,caspase 10
1559942_at,1.96E-02,1.24E-02,-2.54505,-4.35213,-0.3728253,MDFIC,MyoD family inhibitor domain containing
238523_at,1.96E-02,1.24E-02,2.544994,-4.352263,0.2919144,KLHL36,kelch like family member 36
236592_at,1.96E-02,1.24E-02,2.544872,-4.352558,0.1724292,,
200701_at,1.97E-02,1.25E-02,2.544587,-4.353245,0.4068977,NPC2,NPC intracellular cholesterol transporter 2
225089_at,1.97E-02,1.25E-02,2.544335,-4.353852,0.2070664,USP40,ubiquitin specific peptidase 40
228494_at,1.97E-02,1.25E-02,2.544239,-4.354083,0.9075528,PPP1R9A,protein phosphatase 1 regulatory subunit 9A
238015_at,1.97E-02,1.25E-02,-2.544028,-4.35459,-0.4946162,C4orf46,chromosome 4 open reading frame 46
221006_s_at,1.97E-02,1.25E-02,-2.544022,-4.354604,-0.2988003,SNX27,sorting nexin family member 27
229532_at,1.97E-02,1.25E-02,2.543114,-4.35679,0.2759245,ZNF502,zinc finger protein 502
222291_at,1.97E-02,1.25E-02,2.542907,-4.357288,0.5491366,FAM149A,family with sequence similarity 149 member A
203670_at,1.98E-02,1.25E-02,2.542657,-4.35789,0.2213497,ARPC4-TTLL3///TTLL3///ARPC4,ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3///actin related protein 2/3 complex subunit 4
216060_s_at,1.98E-02,1.25E-02,2.542395,-4.35852,0.3928456,DAAM1,dishevelled associated activator of morphogenesis 1
231838_at,1.98E-02,1.25E-02,2.542236,-4.358903,0.3733919,PABPC1L,poly(A) binding protein cytoplasmic 1 like
230847_at,1.98E-02,1.25E-02,-2.541939,-4.359617,-0.2933683,WRNIP1,Werner helicase interacting protein 1
227961_at,1.98E-02,1.26E-02,-2.541526,-4.360611,-0.4161806,CTSB,cathepsin B
1554890_a_at,1.98E-02,1.26E-02,-2.541107,-4.361617,-0.2971961,TIA1,TIA1 cytotoxic granule-associated RNA binding protein
200667_at,1.98E-02,1.26E-02,2.540861,-4.36221,0.166528,UBE2D3,ubiquitin conjugating enzyme E2 D3
236883_at,1.99E-02,1.26E-02,2.540309,-4.363536,0.2960548,,
213292_s_at,1.99E-02,1.26E-02,-2.540136,-4.363952,-0.285872,SNX13,sorting nexin 13
223680_at,1.99E-02,1.26E-02,-2.540098,-4.364043,-0.3226094,ZNF607,zinc finger protein 607
211552_s_at,1.99E-02,1.26E-02,-2.539688,-4.365028,-0.2271521,ALDH4A1,aldehyde dehydrogenase 4 family member A1
210716_s_at,1.99E-02,1.26E-02,2.539222,-4.366148,0.2814453,CLIP1,CAP-Gly domain containing linker protein 1
212744_at,1.99E-02,1.26E-02,2.539082,-4.366484,0.2437817,BBS4,Bardet-Biedl syndrome 4
217824_at,2.00E-02,1.27E-02,-2.538304,-4.368355,-0.336385,UBE2J1,ubiquitin conjugating enzyme E2 J1
208445_s_at,2.00E-02,1.27E-02,-2.537925,-4.369265,-0.2317058,BAZ1B,bromodomain adjacent to zinc finger domain 1B
229417_at,2.00E-02,1.27E-02,-2.53787,-4.369397,-0.4477404,,
226054_at,2.00E-02,1.27E-02,-2.537834,-4.369484,-0.220529,BRD4,bromodomain containing 4
202750_s_at,2.00E-02,1.27E-02,-2.537542,-4.370184,-0.1471629,TFIP11,tuftelin interacting protein 11
202574_s_at,2.00E-02,1.27E-02,-2.537161,-4.3711,-0.1820645,CSNK1G2,casein kinase 1 gamma 2
243691_at,2.00E-02,1.27E-02,2.537108,-4.371226,0.2815698,,
232489_at,2.00E-02,1.27E-02,2.536818,-4.371923,0.4443164,TRMT13,tRNA methyltransferase 13 homolog
226609_at,2.00E-02,1.27E-02,-2.536781,-4.372011,-0.4117293,DCBLD1,"discoidin, CUB and LCCL domain containing 1"
217891_at,2.01E-02,1.27E-02,2.536299,-4.373168,0.2731949,C16orf58,chromosome 16 open reading frame 58
201826_s_at,2.01E-02,1.27E-02,-2.536268,-4.373242,-0.3934453,SCCPDH,saccharopine dehydrogenase (putative)
224666_at,2.01E-02,1.27E-02,-2.535844,-4.374262,-0.1804368,NSMCE1,"NSE1 homolog, SMC5-SMC6 complex component"
225198_at,2.01E-02,1.28E-02,2.535449,-4.375208,0.3792576,VAPA,VAMP associated protein A
222257_s_at,2.01E-02,1.28E-02,-2.535358,-4.375429,-0.43397,ACE2,angiotensin I converting enzyme 2
223301_s_at,2.01E-02,1.28E-02,2.534857,-4.376629,0.3045843,CCDC82,coiled-coil domain containing 82
1552487_a_at,2.02E-02,1.28E-02,-2.534376,-4.377785,-1.1624147,BNC1,basonuclin 1
218099_at,2.02E-02,1.28E-02,2.534245,-4.378099,0.266918,TEX2,testis expressed 2
221762_s_at,2.02E-02,1.28E-02,2.533811,-4.37914,0.3279728,PCIF1,PDX1 C-terminal inhibiting factor 1
227476_at,2.02E-02,1.28E-02,-2.5336,-4.379645,-0.3585475,LPGAT1,lysophosphatidylglycerol acyltransferase 1
204550_x_at,2.02E-02,1.28E-02,2.533515,-4.37985,0.4390974,GSTM1,glutathione S-transferase mu 1
223615_at,2.02E-02,1.28E-02,2.533224,-4.380546,0.2308825,ABI3,ABI family member 3
200739_s_at,2.02E-02,1.28E-02,-2.532946,-4.381213,-0.3157005,SUMO3,small ubiquitin-like modifier 3
203870_at,2.02E-02,1.29E-02,-2.532766,-4.381646,-0.3915155,USP46,ubiquitin specific peptidase 46
226278_at,2.03E-02,1.29E-02,-2.532486,-4.382316,-0.3484545,SVIP,small VCP interacting protein
214719_at,2.03E-02,1.29E-02,2.532482,-4.382325,0.520544,SLC46A3,solute carrier family 46 member 3
200959_at,2.03E-02,1.29E-02,-2.532046,-4.383372,-0.1688488,FUS,FUS RNA binding protein
221655_x_at,2.03E-02,1.29E-02,-2.531942,-4.383619,-0.4152853,EPS8L1,EPS8 like 1
229425_at,2.03E-02,1.29E-02,2.531683,-4.384242,0.261248,,
1561666_a_at,2.03E-02,1.29E-02,2.531538,-4.384589,0.4693015,PSMG3-AS1,PSMG3 antisense RNA 1 (head to head)
200960_x_at,2.03E-02,1.29E-02,-2.531408,-4.3849,-0.1555965,CLTA,clathrin light chain A
241467_at,2.03E-02,1.29E-02,-2.531301,-4.385157,-0.150098,,
207254_at,2.03E-02,1.29E-02,-2.531159,-4.385498,-0.4289003,SLC15A1,solute carrier family 15 member 1
238096_at,2.03E-02,1.29E-02,2.531074,-4.385701,0.1837909,LOC284023,uncharacterized LOC284023
223285_s_at,2.03E-02,1.29E-02,2.530991,-4.3859,0.2228044,ST6GALNAC4,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
221223_x_at,2.03E-02,1.29E-02,2.530561,-4.386931,0.3521125,CISH,cytokine inducible SH2 containing protein
201586_s_at,2.04E-02,1.29E-02,-2.53047,-4.387147,-0.2095322,SFPQ,splicing factor proline and glutamine rich
64408_s_at,2.04E-02,1.30E-02,2.529791,-4.388775,0.3315043,CALML4,calmodulin like 4
225090_at,2.04E-02,1.30E-02,-2.5294,-4.389712,-0.2640243,MIR6751///SYVN1,microRNA 6751///synoviolin 1
214649_s_at,2.04E-02,1.30E-02,-2.52877,-4.391219,-0.2927812,MTMR2,myotubularin related protein 2
235103_at,2.05E-02,1.30E-02,-2.528556,-4.391732,-0.3433894,MAN2A1,mannosidase alpha class 2A member 1
218384_at,2.05E-02,1.30E-02,-2.528497,-4.391873,-0.3332604,CARHSP1,calcium regulated heat stable protein 1
212894_at,2.05E-02,1.30E-02,-2.528045,-4.392955,-0.2341597,SUPV3L1,Suv3 like RNA helicase
227286_at,2.05E-02,1.30E-02,2.527883,-4.393344,0.2191432,INO80E,INO80 complex subunit E
220451_s_at,2.05E-02,1.30E-02,-2.527429,-4.39443,-0.2481044,BIRC7,baculoviral IAP repeat containing 7
219222_at,2.05E-02,1.31E-02,-2.526969,-4.39553,-0.310942,RBKS,ribokinase
209748_at,2.06E-02,1.31E-02,-2.525859,-4.398186,-0.3181277,SPAST,spastin
223013_at,2.06E-02,1.31E-02,-2.525662,-4.398656,-0.2106419,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1
207769_s_at,2.06E-02,1.31E-02,-2.525446,-4.399173,-0.1816339,PQBP1,polyglutamine binding protein 1
218042_at,2.06E-02,1.31E-02,-2.525271,-4.399593,-0.1707963,COPS4,COP9 signalosome subunit 4
223025_s_at,2.06E-02,1.31E-02,2.5251,-4.400001,0.2072443,AP1M1,adaptor related protein complex 1 mu 1 subunit
202147_s_at,2.06E-02,1.31E-02,2.524919,-4.400433,0.4214416,IFRD1,interferon related developmental regulator 1
205363_at,2.06E-02,1.31E-02,-2.524874,-4.400542,-0.7058247,BBOX1,gamma-butyrobetaine hydroxylase 1
200796_s_at,2.06E-02,1.31E-02,2.524739,-4.400863,0.486642,MCL1,BCL2 family apoptosis regulator
235206_at,2.07E-02,1.31E-02,-2.524431,-4.4016,-0.186933,,
205523_at,2.07E-02,1.31E-02,-2.524352,-4.401789,-0.7722307,HAPLN1,hyaluronan and proteoglycan link protein 1
239763_at,2.07E-02,1.32E-02,2.52427,-4.401987,0.3456621,LOC101060179///PRDM11,uncharacterized LOC101060179///PR/SET domain 11
201414_s_at,2.07E-02,1.32E-02,-2.523815,-4.403073,-0.2245059,NAP1L4,nucleosome assembly protein 1 like 4
212801_at,2.07E-02,1.32E-02,-2.523744,-4.403242,-0.5817208,MIR1178///CIT,microRNA 1178///citron rho-interacting serine/threonine kinase
1554149_at,2.07E-02,1.32E-02,-2.523744,-4.403244,-0.2685846,CLDND1,claudin domain containing 1
205347_s_at,2.07E-02,1.32E-02,2.523734,-4.403268,0.8450506,TMSB15B///TMSB15A,thymosin beta 15B///thymosin beta 15a
203645_s_at,2.08E-02,1.32E-02,2.522445,-4.406347,0.5471804,CD163,CD163 molecule
207094_at,2.08E-02,1.32E-02,2.522252,-4.406809,0.2016505,CXCR1,C-X-C motif chemokine receptor 1
201731_s_at,2.08E-02,1.32E-02,-2.522235,-4.406849,-0.1775513,TPR,"translocated promoter region, nuclear basket protein"
203268_s_at,2.08E-02,1.32E-02,-2.522109,-4.407149,-0.16236,DRG2,developmentally regulated GTP binding protein 2
204308_s_at,2.08E-02,1.32E-02,2.521801,-4.407885,0.1988975,TECPR2,tectonin beta-propeller repeat containing 2
214077_x_at,2.08E-02,1.32E-02,2.521462,-4.408695,0.4484572,MEIS3P1,Meis homeobox 3 pseudogene 1
224995_at,2.08E-02,1.33E-02,2.521356,-4.408947,0.378163,SPIRE1,spire type actin nucleation factor 1
229757_at,2.08E-02,1.33E-02,2.521155,-4.409428,0.3988426,,
228146_at,2.08E-02,1.33E-02,-2.520856,-4.410142,-0.2633785,C17orf51,chromosome 17 open reading frame 51
202329_at,2.09E-02,1.33E-02,-2.5204,-4.41123,-0.2437711,CSK,c-src tyrosine kinase
218603_at,2.09E-02,1.33E-02,2.520383,-4.411271,0.2520409,HECA,"hdc homolog, cell cycle regulator"
210679_x_at,2.09E-02,1.33E-02,2.52035,-4.411351,0.2068847,,
204611_s_at,2.09E-02,1.33E-02,2.520329,-4.411401,0.1975395,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta
1554761_a_at,2.09E-02,1.33E-02,-2.520083,-4.411987,-0.3967919,DNAAF5,dynein axonemal assembly factor 5
221256_s_at,2.09E-02,1.33E-02,-2.519625,-4.413081,-0.3514078,HDHD3,haloacid dehalogenase like hydrolase domain containing 3
242228_at,2.10E-02,1.34E-02,-2.518256,-4.416347,-0.4347509,BICD1,BICD cargo adaptor 1
221954_at,2.10E-02,1.34E-02,2.517304,-4.418618,0.2039947,OSER1,oxidative stress responsive serine rich 1
1552930_at,2.10E-02,1.34E-02,2.516985,-4.419378,0.2503971,MMEL1,membrane metallo-endopeptidase-like 1
226635_at,2.11E-02,1.34E-02,-2.516773,-4.419883,-0.311638,EBLN3P,"endogenous Bornavirus-like nucleoprotein 3, pseudogene"
236674_at,2.11E-02,1.34E-02,2.516734,-4.419978,0.2241247,LOC388780,uncharacterized LOC388780
209871_s_at,2.11E-02,1.34E-02,-2.516466,-4.420617,-0.4779962,APBA2,amyloid beta precursor protein binding family A member 2
235959_at,2.11E-02,1.34E-02,2.516313,-4.420981,0.4027544,,
209729_at,2.11E-02,1.34E-02,2.516079,-4.421539,0.29942,GAS2L1,growth arrest specific 2 like 1
213272_s_at,2.11E-02,1.34E-02,-2.515848,-4.42209,-0.4759988,TMEM159,transmembrane protein 159
220342_x_at,2.11E-02,1.35E-02,-2.515622,-4.422628,-0.2050998,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3
219914_at,2.11E-02,1.35E-02,-2.515504,-4.422909,-0.4110068,ECEL1,endothelin converting enzyme like 1
201791_s_at,2.11E-02,1.35E-02,-2.515498,-4.422923,-0.4433098,DHCR7,7-dehydrocholesterol reductase
214254_at,2.12E-02,1.35E-02,-2.514769,-4.424661,-1.1809418,MAGEA4,MAGE family member A4
220980_s_at,2.12E-02,1.35E-02,2.514622,-4.42501,0.1394925,ADPGK,ADP dependent glucokinase
242204_at,2.12E-02,1.35E-02,-2.514614,-4.425029,-0.622357,WFDC5,WAP four-disulfide core domain 5
225486_at,2.12E-02,1.35E-02,2.514608,-4.425045,0.3105507,ARID2,AT-rich interaction domain 2
203954_x_at,2.12E-02,1.35E-02,-2.514445,-4.425432,-0.7244994,CLDN3,claudin 3
204038_s_at,2.12E-02,1.35E-02,-2.514441,-4.425443,-0.3059506,LPAR1,lysophosphatidic acid receptor 1
1553989_a_at,2.12E-02,1.35E-02,-2.514159,-4.426113,-0.4796586,ATP6V1C2,ATPase H+ transporting V1 subunit C2
215296_at,2.12E-02,1.35E-02,-2.513895,-4.426743,-0.2013515,CDC42BPA,CDC42 binding protein kinase alpha
219471_at,2.12E-02,1.35E-02,2.51389,-4.426754,0.367514,KIAA0226L,KIAA0226 like
226141_at,2.12E-02,1.35E-02,-2.513368,-4.427997,-0.2825663,CCDC149,coiled-coil domain containing 149
201866_s_at,2.12E-02,1.35E-02,2.513229,-4.428329,0.3183174,NR3C1,nuclear receptor subfamily 3 group C member 1
241303_x_at,2.13E-02,1.36E-02,2.512428,-4.430236,0.1742283,,
221529_s_at,2.13E-02,1.36E-02,-2.512231,-4.430705,-0.4236981,PLVAP,plasmalemma vesicle associated protein
209249_s_at,2.13E-02,1.36E-02,-2.511898,-4.431499,-0.2707649,GHITM,growth hormone inducible transmembrane protein
226747_at,2.13E-02,1.36E-02,2.511505,-4.432434,0.4141238,TXNDC16,thioredoxin domain containing 16
211893_x_at,2.14E-02,1.36E-02,-2.510964,-4.43372,-0.2028984,CD6,CD6 molecule
222783_s_at,2.14E-02,1.36E-02,-2.51092,-4.433824,-0.6025895,SMOC1,SPARC related modular calcium binding 1
242761_s_at,2.14E-02,1.36E-02,-2.510659,-4.434445,-0.2894245,ZNF420,zinc finger protein 420
226433_at,2.14E-02,1.36E-02,-2.510461,-4.434918,-0.4769874,RNF157,ring finger protein 157
230203_at,2.14E-02,1.36E-02,2.510384,-4.4351,0.1859165,FLJ46875,uncharacterized LOC440918
226890_at,2.14E-02,1.37E-02,-2.5102,-4.435538,-0.2748992,WDR35,WD repeat domain 35
1556015_a_at,2.15E-02,1.37E-02,-2.509002,-4.438387,-0.253424,MESP2,mesoderm posterior bHLH transcription factor 2
238013_at,2.15E-02,1.38E-02,2.507491,-4.441981,0.5583905,PLEKHA2,pleckstrin homology domain containing A2
212612_at,2.16E-02,1.38E-02,2.506895,-4.443395,0.3271306,RCOR1,REST corepressor 1
231959_at,2.16E-02,1.38E-02,-2.50621,-4.445024,-0.2264117,LIN52,lin-52 DREAM MuvB core complex component
206656_s_at,2.16E-02,1.38E-02,-2.505698,-4.44624,-0.2346257,APMAP,adipocyte plasma membrane associated protein
201805_at,2.17E-02,1.38E-02,-2.505544,-4.446604,-0.187739,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1
209137_s_at,2.17E-02,1.38E-02,-2.505074,-4.447722,-0.2110663,USP10,ubiquitin specific peptidase 10
223854_at,2.17E-02,1.38E-02,2.504879,-4.448185,0.5222094,PCDHB9///PCDHB10,protocadherin beta 9///protocadherin beta 10
1554365_a_at,2.17E-02,1.39E-02,-2.504431,-4.449247,-0.3499942,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma
227520_at,2.17E-02,1.39E-02,2.504316,-4.449522,0.2648485,TXLNG,taxilin gamma
1561651_s_at,2.17E-02,1.39E-02,2.504205,-4.449783,0.136629,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor"
1560060_s_at,2.18E-02,1.39E-02,-2.503209,-4.452149,-0.2554418,VPS37C,"VPS37C, ESCRT-I subunit"
208880_s_at,2.18E-02,1.39E-02,2.502945,-4.452773,0.1715102,PRPF6,pre-mRNA processing factor 6
230000_at,2.18E-02,1.39E-02,2.502639,-4.453502,0.4476485,RNF213,ring finger protein 213
223206_s_at,2.18E-02,1.39E-02,-2.502595,-4.453605,-0.2404341,NMRAL1,NmrA like redox sensor 1
206057_x_at,2.18E-02,1.40E-02,2.501942,-4.455154,0.1744202,SPN,sialophorin
202227_s_at,2.18E-02,1.40E-02,2.501886,-4.455287,0.2455567,BRD8,bromodomain containing 8
212866_at,2.19E-02,1.40E-02,2.5016,-4.455966,0.2062486,R3HCC1,R3H domain and coiled-coil containing 1
215113_s_at,2.19E-02,1.40E-02,2.501493,-4.456219,0.3258074,SENP3-EIF4A1///SENP3,SENP3-EIF4A1 readthrough (NMD candidate)///SUMO1/sentrin/SMT3 specific peptidase 3
226668_at,2.19E-02,1.40E-02,2.501004,-4.457378,0.2773076,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1"
201546_at,2.19E-02,1.40E-02,-2.500832,-4.457787,-0.2074304,TRIP12,thyroid hormone receptor interactor 12
209378_s_at,2.19E-02,1.40E-02,-2.500726,-4.458037,-0.2637896,CCSER2,coiled-coil serine rich protein 2
219109_at,2.19E-02,1.40E-02,-2.500533,-4.458496,-0.4339616,SPAG16,sperm associated antigen 16
240106_at,2.19E-02,1.40E-02,2.500431,-4.458738,0.3491321,GNPTAB,N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
223541_at,2.19E-02,1.40E-02,2.500301,-4.459045,0.9835779,HAS3,hyaluronan synthase 3
212128_s_at,2.19E-02,1.40E-02,-2.500296,-4.459057,-0.2025009,DAG1,dystroglycan 1
214131_at,2.19E-02,1.40E-02,2.500191,-4.459307,0.7699732,TXLNGY,"taxilin gamma pseudogene, Y-linked"
206125_s_at,2.19E-02,1.40E-02,-2.500187,-4.459315,-0.5892905,KLK8,kallikrein related peptidase 8
224936_at,2.19E-02,1.40E-02,-2.500084,-4.459561,-0.1981795,EIF2S3,eukaryotic translation initiation factor 2 subunit gamma
53071_s_at,2.19E-02,1.40E-02,-2.499918,-4.459952,-0.2670359,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3
1555855_at,2.20E-02,1.40E-02,-2.499492,-4.460962,-0.4406793,AKR1C1,aldo-keto reductase family 1 member C1
225797_at,2.20E-02,1.41E-02,2.499101,-4.46189,0.1981088,MRPL54,mitochondrial ribosomal protein L54
223138_s_at,2.20E-02,1.41E-02,-2.499035,-4.462046,-0.2248149,DHX36,DEAH-box helicase 36
209365_s_at,2.20E-02,1.41E-02,-2.498981,-4.462175,-0.5747029,ECM1,extracellular matrix protein 1
225613_at,2.20E-02,1.41E-02,2.498973,-4.462194,0.4060936,MAST4,microtubule associated serine/threonine kinase family member 4
235935_at,2.20E-02,1.41E-02,-2.498758,-4.462703,-0.3027824,LRRC73,leucine rich repeat containing 73
